Event	ID	Name			Wwise Object Path	Notes
	864949232	Play_SFX_GPE_Melody_Oct3_Int3			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\Play_SFX_GPE_Melody_Oct3_Int3	
	864949233	Play_SFX_GPE_Melody_Oct3_Int2			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\Play_SFX_GPE_Melody_Oct3_Int2	
	864949234	Play_SFX_GPE_Melody_Oct3_Int1			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\Play_SFX_GPE_Melody_Oct3_Int1	
	864949239	Play_SFX_GPE_Melody_Oct3_Int4			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\Play_SFX_GPE_Melody_Oct3_Int4	
	984296002	Flute_C_Start			\Default Work Unit\FLUTE\Flute_Note\Flute_C_Start	
	1149564230	Flute_G_Start			\Default Work Unit\FLUTE\Flute_Note\Flute_G_Start	
	1489553392	Flute_Melody_DS			\Default Work Unit\FLUTE\Flute_Melody\Flute_Melody_DS	
	1634689741	Flute_G_End			\Default Work Unit\FLUTE\Flute_Note\Flute_G_End	
	1819782557	Play_SFX_GPE_Melody_Note1_Oct3_DS			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct3_DS	
	1883370440	Play_SFX_GPE_Melody_Note1_Oct4_DS			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct4_DS	
	1903670718	Play_SFX_GPE_Melody_Note1_Oct3_AS			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct3_AS	
	1922382176	Play_SFX_GPE_Melody_Oct4_Int2			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\Play_SFX_GPE_Melody_Oct4_Int2	
	1922382177	Play_SFX_GPE_Melody_Oct4_Int3			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\Play_SFX_GPE_Melody_Oct4_Int3	
	1922382179	Play_SFX_GPE_Melody_Oct4_Int1			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\Play_SFX_GPE_Melody_Oct4_Int1	
	1922382182	Play_SFX_GPE_Melody_Oct4_Int4			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\Play_SFX_GPE_Melody_Oct4_Int4	
	1933703175	Play_SFX_GPE_Melody_Note1_Oct4_AS			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct4_AS	
	2027045613	Flute_DS_End			\Default Work Unit\FLUTE\Flute_Note\Flute_DS_End	
	2246680465	Flute_C_End			\Default Work Unit\FLUTE\Flute_Note\Flute_C_End	
	2387598574	Flute_D_End			\Default Work Unit\FLUTE\Flute_Note\Flute_D_End	
	3098025574	Flute_DS_Start			\Default Work Unit\FLUTE\Flute_Note\Flute_DS_Start	
	3114286649	Play_SFX_GPE_Melody_Note1_Oct4_D			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct4_D	
	3114286650	Play_SFX_GPE_Melody_Note1_Oct4_G			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct4_G	
	3114286651	Play_SFX_GPE_Melody_Note1_Oct4_F			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct4_F	
	3114286652	Play_SFX_GPE_Melody_Note1_Oct4_A			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct4_A	
	3114286654	Play_SFX_GPE_Melody_Note1_Oct4_C			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct4_C	
	3115419416	Play_SFX_GPE_Melody_Note1_Oct3_F			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct3_F	
	3115419417	Play_SFX_GPE_Melody_Note1_Oct3_G			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct3_G	
	3115419418	Play_SFX_GPE_Melody_Note1_Oct3_D			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct3_D	
	3115419421	Play_SFX_GPE_Melody_Note1_Oct3_C			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct3_C	
	3115419423	Play_SFX_GPE_Melody_Note1_Oct3_A			\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\Play_SFX_GPE_Melody_Note1_Oct3_A	
	3378747474	Flute_Melody_G			\Default Work Unit\FLUTE\Flute_Melody\Flute_Melody_G	
	3378747475	Flute_Melody_F			\Default Work Unit\FLUTE\Flute_Melody\Flute_Melody_F	
	3839819269	Flute_D_Start			\Default Work Unit\FLUTE\Flute_Note\Flute_D_Start	
	3901381120	Flute_F_End			\Default Work Unit\FLUTE\Flute_Note\Flute_F_End	
	4214291931	Flute_F_Start			\Default Work Unit\FLUTE\Flute_Note\Flute_F_Start	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	9462856	Flt_G_Main_Start	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flt_G_Main_Start_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\MC_Flute_Note\G\Flute_G_Start\Flute_G_Main_Start\Flt_G_Main_Start		70895
	9877435	Flt_DD_Layer_Loop	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flt_D#_Layer_Loop_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\MC_Flute_Note\DS\Flute_DS_Loop\Flute_DS_Layer_Loop\Flt_DD_Layer_Loop		123109
	27921046	Flt_C_Reverb_Start	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flt_C_Reverb_Start_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\MC_Flute_Note\C\Flute_C_Start\Flute_C_Reverb_Start\Flt_C_Reverb_Start		93796
	30534036	Flute_Melody_Reverb_F	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flute_Melody_Reverb_F_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\Flute_Melody_Catapult\F\Flute_Melody_F_01\Flute_Melody_Reverb_F		123784
	31284809	SFX_GPE_Melody_Note1_Oct3_G	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\SFX_GPE_Melody_Note1_Oct3_G_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\SFX_GPE_Melody_Note1_Oct3_Int3\SFX_GPE_Melody_Note1_Oct3_G		43616
	37866787	SFX_GPE_Melody_Note1_Oct3_F	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\SFX_GPE_Melody_Note1_Oct3_F_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\SFX_GPE_Melody_Note1_Oct3_Int2\SFX_GPE_Melody_Note1_Oct3_F		45547
	38663786	Flt_G_Main_End	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flt_G_Main_End_7E5D6FB4.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\MC_Flute_Note\G\Flute_G_End\Flute_G_Main_End\Flt_G_Main_End		28843
	38722383	Flt_C_Reverb_End	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flt_C_Reverb_End_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\MC_Flute_Note\C\Flute_C_End\Flute_C_Reverb_End\Flt_C_Reverb_End		68030
	40935585	SFX_GPE_Melody_Note1_Oct3_AS	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\SFX_GPE_Melody_Note1_Oct3_AS_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note1\SFX_GPE_Melody_Note1_Oct3_Int4\SFX_GPE_Melody_Note1_Oct3_AS		49816
	41441560	SFX_GPE_Melody_Oct3_Int4_01	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\SFX_GPE_Melody_Oct3_Int4_01_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\SFX_GPE_Melody\SFX_GPE_Melody_Note2\SFX_GPE_Melody_Oct3_Int4\SFX_GPE_Melody_Oct3_Int4_01		53168
	43780261	Flute_Melody_Main_DS	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flute_Melody_Main_DS_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\Flute_Melody_Catapult\DS\Flute_Melody_DS_01\Flute_Melody_Main_DS		54386
	50587423	Flt_DD_Main_End	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flt_D#_Main_End_3C5EAB40.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\MC_Flute_Note\DS\Flute_DS_End\Flute_DS_Main_End\Flt_DD_Main_End		28404
	53249534	Flute_Melody_Main_F	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flute_Melody_Main_F_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\Flute_Melody_Catapult\F\Flute_Melody_F_01\Flute_Melody_Main_F		44229
	61460550	Flt_F_Reverb_End	S:\Logiciel\Jeu\GIT\SourceTree\DarkAvian\DesignGate\Wwise_DarkWorld\.cache\Windows\SFX\Flt_F_Reverb_End_D8C07C79.wem		\Actor-Mixer Hierarchy\Default Work Unit\FLUTE\MC_Flute_Note\F\Flute_F_End\Flute_F_Reverb_End\Flt_F_Reverb_End		68254
